EmployeeID,Wage,HiredOn,Branch#,Current status,Position,Role,AvgWorkingHours/Week,ApplicantID,emp_id,app_id,branch,status,role,wage,position,hours,is_exited,is_fired,tenure_days,tenure_months,role_level,wage_num,hours_bracket,avg_score,max_score,num_reviews,score_trend,perf_tier,first_promo_date,was_promoted,ReasonForLeaving,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,age,age_group,days_to_promo,months_to_promo,is_hp,tenure_bracket
5649,Minimum,2022-03-26,2,Left,full-time,Server,37.8,106555,5649,106555,2,Left,Server,Minimum,full-time,37.8,1,0,1449,47.6,3,1,Full-time (32h+),74.78,74.78,1,0.0,Low Performer,,0,Insufficient Wages,True,5,Bachelor,1995,31,28-34,,,0,24+ mo
5689,Competitive,2024-11-06,2,Left,full-time,Server,39.6,106977,5689,106977,2,Left,Server,Competitive,full-time,39.6,1,0,493,16.2,3,2,Full-time (32h+),83.7,83.7,1,0.0,Medium Performer,,0,Lack of Growth,True,4,Associate Degree,2001,25,23-27,,,0,12-18 mo
5517,Competitive,2023-11-11,2,Fired,full-time,Server,35.8,105256,5517,105256,2,Fired,Server,Competitive,full-time,35.8,1,1,854,28.1,3,2,Full-time (32h+),89.96,89.96,1,0.0,High Performer,,0,Performance,True,2,Bachelor,2002,24,23-27,,,1,24+ mo
5164,Premium,2021-10-02,2,Left,part-time,Server,19.9,101772,5164,101772,2,Left,Server,Premium,part-time,19.9,1,0,1624,53.4,3,3,Part-time (<20h),93.85,93.85,1,0.0,High Performer,,0,Lack of Growth,True,2,Bachelor,1998,28,28-34,,,1,24+ mo
5890,Competitive,2025-06-07,2,Left,part-time,Server,22.2,108954,5890,108954,2,Left,Server,Competitive,part-time,22.2,1,0,280,9.2,3,2,Mid (20-32h),96.7,96.7,1,0.0,High Performer,,0,Better Offer,True,4,Bachelor,1994,32,28-34,,,1,6-12 mo
5310,Minimum,2021-12-23,2,Left,part-time,Server,18.1,103403,5310,103403,2,Left,Server,Minimum,part-time,18.1,1,0,1542,50.7,3,1,Part-time (<20h),74.14,74.14,1,0.0,Low Performer,,0,Relocation,True,6,Bachelor,2000,26,23-27,,,0,24+ mo
5792,Competitive,2023-03-14,2,Left,full-time,Server,40.3,107894,5792,107894,2,Left,Server,Competitive,full-time,40.3,1,0,1096,36.0,3,2,Full-time (32h+),65.72,65.72,1,0.0,Low Performer,,0,Lack of Growth,True,5,High School,2004,22,Under 23 (Student-age),,,0,24+ mo
5781,Competitive,2023-05-04,2,Fired,full-time,Server,36.2,107829,5781,107829,2,Fired,Server,Competitive,full-time,36.2,1,1,1045,34.3,3,2,Full-time (32h+),77.18,77.18,1,0.0,Low Performer,,0,Performance,True,4,Associate Degree,2002,24,23-27,,,0,24+ mo
5177,Competitive,2023-03-09,2,Left,full-time,Server,36.1,101953,5177,101953,2,Left,Server,Competitive,full-time,36.1,1,0,1101,36.2,3,2,Full-time (32h+),69.58,69.58,1,0.0,Low Performer,,0,Better Offer,True,5,Associate Degree,2000,26,23-27,,,0,24+ mo
6036,Competitive,2023-03-10,2,Left,full-time,Server,37.4,110229,6036,110229,2,Left,Server,Competitive,full-time,37.4,1,0,1100,36.1,3,2,Full-time (32h+),81.23,81.23,1,0.0,Medium Performer,,0,Lack of Growth,True,2,High School,2001,25,23-27,,,0,24+ mo
5444,Minimum,2021-06-10,2,Left,part-time,Server,19.3,104617,5444,104617,2,Left,Server,Minimum,part-time,19.3,1,0,1738,57.1,3,1,Part-time (<20h),71.25,71.25,1,0.0,Low Performer,,0,Better Offer,True,1,Bachelor,2004,22,Under 23 (Student-age),,,0,24+ mo
5671,Minimum,2025-02-23,2,Left,part-time,Server,20.7,106803,5671,106803,2,Left,Server,Minimum,part-time,20.7,1,0,384,12.6,3,1,Mid (20-32h),81.06,81.06,1,0.0,Medium Performer,,0,Better Offer,True,3,High School,2001,25,23-27,,,0,12-18 mo
5502,Premium,2023-06-28,2,Left,part-time,Server,20.5,105140,5502,105140,2,Left,Server,Premium,part-time,20.5,1,0,990,32.5,3,3,Mid (20-32h),58.26,58.26,1,0.0,Low Performer,,0,Insufficient Wages,True,1,Associate Degree,1996,30,28-34,,,0,24+ mo
5802,Premium,2023-09-25,2,Left,full-time,Server Assistant,37.0,107993,5802,107993,2,Left,Server Assistant,Premium,full-time,37.0,1,0,901,29.6,2,3,Full-time (32h+),66.6,66.6,1,0.0,Low Performer,,0,Poor Management,True,1,High School,1999,27,23-27,,,0,24+ mo
5402,Competitive,2021-01-31,2,Left,full-time,Server Assistant,32.7,104270,5402,104270,2,Left,Server Assistant,Competitive,full-time,32.7,1,0,1868,61.4,2,2,Full-time (32h+),85.69,85.69,1,0.0,High Performer,,0,Lack of Growth,True,2,High School,2004,22,Under 23 (Student-age),,,1,24+ mo
5805,Competitive,2023-08-04,2,Left,full-time,Server Assistant,33.1,108004,5805,108004,2,Left,Server Assistant,Competitive,full-time,33.1,1,0,953,31.3,2,2,Full-time (32h+),87.71,87.71,1,0.0,High Performer,,0,Poor Management,True,2,Bachelor,1997,29,28-34,,,1,24+ mo
5387,Competitive,2023-11-24,2,Left,part-time,Server Assistant,18.1,104151,5387,104151,2,Left,Server Assistant,Competitive,part-time,18.1,1,0,841,27.6,2,2,Part-time (<20h),85.21,85.21,1,0.0,Medium Performer,,0,Better Offer,True,2,High School,2007,19,Under 23 (Student-age),,,0,24+ mo
5334,Minimum,2024-08-05,2,Left,part-time,Server Assistant,21.2,103648,5334,103648,2,Left,Server Assistant,Minimum,part-time,21.2,1,0,586,19.3,2,1,Mid (20-32h),93.27,93.27,1,0.0,High Performer,,0,Lack of Growth,True,3,Bachelor,1999,27,23-27,,,1,18-24 mo
5978,Competitive,2025-07-12,2,Left,part-time,Server Assistant,21.6,109875,5978,109875,2,Left,Server Assistant,Competitive,part-time,21.6,1,0,245,8.0,2,2,Mid (20-32h),76.09,76.09,1,0.0,Low Performer,,0,Insufficient Wages,True,2,Associate Degree,2005,21,Under 23 (Student-age),,,0,6-12 mo
6006,Competitive,2024-01-25,2,Fired,full-time,Server Assistant,35.8,109997,6006,109997,2,Fired,Server Assistant,Competitive,full-time,35.8,1,1,779,25.6,2,2,Full-time (32h+),69.84,69.84,1,0.0,Low Performer,,0,Performance,True,5,Bachelor,2000,26,23-27,,,0,24+ mo
5898,Competitive,2024-11-30,2,Left,full-time,Server Assistant,35.3,109070,5898,109070,2,Left,Server Assistant,Competitive,full-time,35.3,1,0,469,15.4,2,2,Full-time (32h+),86.93,86.93,1,0.0,High Performer,,0,Lack of Growth,True,2,Bachelor,2004,22,Under 23 (Student-age),,,1,12-18 mo
5213,Minimum,2024-01-08,2,Left,full-time,Server Assistant,33.4,102274,5213,102274,2,Left,Server Assistant,Minimum,full-time,33.4,1,0,796,26.1,2,1,Full-time (32h+),73.8,73.8,1,0.0,Low Performer,,0,Better Offer,True,1,Master,1998,28,28-34,,,0,24+ mo
5790,Competitive,2025-06-28,2,Left,part-time,Server Assistant,16.2,107864,5790,107864,2,Left,Server Assistant,Competitive,part-time,16.2,1,0,259,8.5,2,2,Part-time (<20h),75.2,75.2,1,0.0,Low Performer,,0,Burntout,True,5,Bachelor,1997,29,28-34,,,0,6-12 mo
5336,Competitive,2021-10-26,2,Left,part-time,Server Assistant,18.3,103656,5336,103656,2,Left,Server Assistant,Competitive,part-time,18.3,1,0,1600,52.6,2,2,Part-time (<20h),75.16,75.16,1,0.0,Low Performer,,0,Relocation,True,2,High School,1998,28,28-34,,,0,24+ mo
5570,Competitive,2023-11-12,2,Left,part-time,Server Assistant,17.4,105752,5570,105752,2,Left,Server Assistant,Competitive,part-time,17.4,1,0,853,28.0,2,2,Part-time (<20h),71.01,71.01,1,0.0,Low Performer,,0,Insufficient Wages,True,2,High School,2002,24,23-27,,,0,24+ mo
5999,Minimum,2025-08-16,2,Fired,full-time,Server Assistant,33.5,109970,5999,109970,2,Fired,Server Assistant,Minimum,full-time,33.5,1,1,210,6.9,2,1,Full-time (32h+),77.96,77.96,1,0.0,Low Performer,,0,Performance,True,8,Bachelor,1997,29,28-34,,,0,6-12 mo
5152,Competitive,2024-06-11,2,Left,full-time,Server Assistant,33.7,101656,5152,101656,2,Left,Server Assistant,Competitive,full-time,33.7,1,0,641,21.1,2,2,Full-time (32h+),76.61,76.61,1,0.0,Low Performer,,0,Insufficient Wages,True,2,Associate Degree,2001,25,23-27,,,0,18-24 mo
5839,Minimum,2024-06-02,2,Left,full-time,Server Assistant,35.4,108371,5839,108371,2,Left,Server Assistant,Minimum,full-time,35.4,1,0,650,21.4,2,1,Full-time (32h+),81.1,81.1,1,0.0,Medium Performer,,0,Lack of Growth,True,3,Associate Degree,1998,28,28-34,,,0,18-24 mo
5944,Competitive,2025-01-26,2,Left,part-time,Server Assistant,18.3,109506,5944,109506,2,Left,Server Assistant,Competitive,part-time,18.3,1,0,412,13.5,2,2,Part-time (<20h),84.14,84.14,1,0.0,Medium Performer,,0,Insufficient Wages,True,3,Bachelor,2002,24,23-27,,,0,12-18 mo
5936,Minimum,2025-07-25,2,Fired,part-time,Server Assistant,15.7,109452,5936,109452,2,Fired,Server Assistant,Minimum,part-time,15.7,1,1,232,7.6,2,1,Part-time (<20h),67.21,67.21,1,0.0,Low Performer,,0,Policy Violation,True,5,Master,2003,23,23-27,,,0,6-12 mo
5104,Minimum,2024-07-07,2,Left,part-time,Server Assistant,16.5,101182,5104,101182,2,Left,Server Assistant,Minimum,part-time,16.5,1,0,615,20.2,2,1,Part-time (<20h),81.87,81.87,1,0.0,Medium Performer,,0,Lack of Growth,True,2,Associate Degree,2003,23,23-27,,,0,18-24 mo
5430,Competitive,2021-06-02,2,Left,full-time,Server Assistant,36.0,104504,5430,104504,2,Left,Server Assistant,Competitive,full-time,36.0,1,0,1746,57.4,2,2,Full-time (32h+),70.9,70.9,1,0.0,Low Performer,,0,Burntout,True,2,High School,2002,24,23-27,,,0,24+ mo
5546,Competitive,2024-04-02,2,Fired,full-time,Server Assistant,33.0,105551,5546,105551,2,Fired,Server Assistant,Competitive,full-time,33.0,1,1,711,23.4,2,2,Full-time (32h+),76.71,76.71,1,0.0,Low Performer,,0,Policy Violation,True,2,Associate Degree,2002,24,23-27,,,0,18-24 mo
5383,Competitive,2022-06-16,2,Left,full-time,Server Assistant,33.4,104134,5383,104134,2,Left,Server Assistant,Competitive,full-time,33.4,1,0,1367,44.9,2,2,Full-time (32h+),87.58,87.58,1,0.0,High Performer,,0,Relocation,True,3,Bachelor,2001,25,23-27,,,1,24+ mo
5423,Minimum,2024-09-11,2,Left,part-time,Server Assistant,19.0,104458,5423,104458,2,Left,Server Assistant,Minimum,part-time,19.0,1,0,549,18.0,2,1,Part-time (<20h),80.71,80.71,1,0.0,Medium Performer,,0,Insufficient Wages,True,3,Bachelor,2004,22,Under 23 (Student-age),,,0,12-18 mo
5493,Competitive,2025-06-17,2,Fired,part-time,Server Assistant,17.3,105082,5493,105082,2,Fired,Server Assistant,Competitive,part-time,17.3,1,1,270,8.9,2,2,Part-time (<20h),86.28,86.28,1,0.0,High Performer,,0,Performance,True,2,Bachelor,2004,22,Under 23 (Student-age),,,1,6-12 mo
5728,Premium,2023-11-01,2,Left,part-time,Server Assistant,15.7,107281,5728,107281,2,Left,Server Assistant,Premium,part-time,15.7,1,0,864,28.4,2,3,Part-time (<20h),71.74,71.74,1,0.0,Low Performer,,0,Relocation,True,2,High School,1991,35,35+,,,0,24+ mo
5824,Minimum,2024-09-12,2,Fired,full-time,Server Assistant,33.9,108176,5824,108176,2,Fired,Server Assistant,Minimum,full-time,33.9,1,1,548,18.0,2,1,Full-time (32h+),77.11,77.11,1,0.0,Low Performer,,0,Performance,True,3,High School,2002,24,23-27,,,0,12-18 mo
5048,Minimum,2021-03-19,2,Left,full-time,Server Assistant,34.5,100543,5048,100543,2,Left,Server Assistant,Minimum,full-time,34.5,1,0,1821,59.8,2,1,Full-time (32h+),78.61,78.61,1,0.0,Low Performer,,0,Insufficient Wages,True,2,Bachelor,2002,24,23-27,,,0,24+ mo
5880,Premium,2025-08-21,2,Left,full-time,Server Assistant,35.2,108849,5880,108849,2,Left,Server Assistant,Premium,full-time,35.2,1,0,205,6.7,2,3,Full-time (32h+),92.53,92.53,1,0.0,High Performer,,0,Better Offer,True,2,Bachelor,1998,28,28-34,,,1,6-12 mo
5574,Competitive,2025-04-04,2,Left,part-time,Server Assistant,19.1,105782,5574,105782,2,Left,Server Assistant,Competitive,part-time,19.1,1,0,344,11.3,2,2,Part-time (<20h),87.71,87.71,1,0.0,High Performer,,0,Better Offer,True,2,Bachelor,2001,25,23-27,,,1,6-12 mo
5055,Competitive,2025-08-27,2,Fired,part-time,Server Assistant,16.1,100667,5055,100667,2,Fired,Server Assistant,Competitive,part-time,16.1,1,1,199,6.5,2,2,Part-time (<20h),77.98,77.98,1,0.0,Low Performer,,0,Performance,True,2,Bachelor,2002,24,23-27,,,0,6-12 mo
5455,Minimum,2023-09-08,2,Left,part-time,Server Assistant,18.9,104696,5455,104696,2,Left,Server Assistant,Minimum,part-time,18.9,1,0,918,30.2,2,1,Part-time (<20h),76.89,76.89,1,0.0,Low Performer,,0,Poor Management,True,4,Associate Degree,2000,26,23-27,,,0,24+ mo
5924,Minimum,2024-11-22,2,Left,full-time,Server Assistant,34.4,109376,5924,109376,2,Left,Server Assistant,Minimum,full-time,34.4,1,0,477,15.7,2,1,Full-time (32h+),73.13,73.13,1,0.0,Low Performer,,0,Better Offer,True,1,Bachelor,2004,22,Under 23 (Student-age),,,0,12-18 mo
5576,Minimum,2024-03-03,2,Left,full-time,Server Assistant,34.6,105799,5576,105799,2,Left,Server Assistant,Minimum,full-time,34.6,1,0,741,24.3,2,1,Full-time (32h+),60.46,60.46,1,0.0,Low Performer,,0,Poor Management,False,0,High School,1999,27,23-27,,,0,24+ mo
5347,Competitive,2025-05-21,2,Left,full-time,Server Assistant,34.5,103718,5347,103718,2,Left,Server Assistant,Competitive,full-time,34.5,1,0,297,9.8,2,2,Full-time (32h+),73.7,73.7,1,0.0,Low Performer,,0,Poor Management,True,1,Bachelor,1987,39,35+,,,0,6-12 mo
5332,Minimum,2024-07-07,2,Fired,part-time,Server Assistant,16.2,103631,5332,103631,2,Fired,Server Assistant,Minimum,part-time,16.2,1,1,615,20.2,2,1,Part-time (<20h),75.86,75.86,1,0.0,Low Performer,,0,Attendance,False,0,Bachelor,1995,31,28-34,,,0,18-24 mo
5149,Minimum,2023-02-28,2,Fired,part-time,Server Assistant,18.1,101608,5149,101608,2,Fired,Server Assistant,Minimum,part-time,18.1,1,1,1110,36.5,2,1,Part-time (<20h),76.36,76.36,1,0.0,Low Performer,,0,Attendance,True,1,Bachelor,1998,28,28-34,,,0,24+ mo
5467,Minimum,2022-03-13,2,Left,part-time,Server Assistant,18.2,104804,5467,104804,2,Left,Server Assistant,Minimum,part-time,18.2,1,0,1462,48.0,2,1,Part-time (<20h),86.45,86.45,1,0.0,High Performer,,0,Insufficient Wages,True,4,PhD,2004,22,Under 23 (Student-age),,,1,24+ mo
5358,Minimum,2024-04-18,2,Left,full-time,Server Assistant,34.4,103789,5358,103789,2,Left,Server Assistant,Minimum,full-time,34.4,1,0,695,22.8,2,1,Full-time (32h+),75.65,75.65,1,0.0,Low Performer,,0,Relocation,True,3,High School,1995,31,28-34,,,0,18-24 mo
5635,Competitive,2024-10-07,2,Left,full-time,Server Assistant,34.8,106399,5635,106399,2,Left,Server Assistant,Competitive,full-time,34.8,1,0,523,17.2,2,2,Full-time (32h+),89.15,89.15,1,0.0,High Performer,,0,Lack of Growth,True,2,Bachelor,2002,24,23-27,,,1,12-18 mo
5722,Premium,2023-12-18,2,Left,full-time,Server Assistant,35.4,107235,5722,107235,2,Left,Server Assistant,Premium,full-time,35.4,1,0,817,26.8,2,3,Full-time (32h+),65.77,65.77,1,0.0,Low Performer,,0,Lack of Growth,True,1,High School,1994,32,28-34,,,0,24+ mo
6028,Competitive,2021-03-25,2,Left,part-time,Server Assistant,15.2,110181,6028,110181,2,Left,Server Assistant,Competitive,part-time,15.2,1,0,1815,59.6,2,2,Part-time (<20h),81.23,81.23,1,0.0,Medium Performer,,0,Lack of Growth,True,4,Associate Degree,1992,34,28-34,,,0,24+ mo
5931,Competitive,2021-01-08,2,Left,part-time,Server Assistant,17.3,109429,5931,109429,2,Left,Server Assistant,Competitive,part-time,17.3,1,0,1891,62.1,2,2,Part-time (<20h),61.62,61.62,1,0.0,Low Performer,,0,Insufficient Wages,False,0,Associate Degree,2000,26,23-27,,,0,24+ mo
5735,Minimum,2021-01-02,2,Left,part-time,Server Assistant,18.6,107362,5735,107362,2,Left,Server Assistant,Minimum,part-time,18.6,1,0,1897,62.3,2,1,Part-time (<20h),76.41,76.41,1,0.0,Low Performer,,0,Poor Management,True,4,Associate Degree,2003,23,23-27,,,0,24+ mo
5610,Premium,2025-06-21,2,Left,full-time,Server Assistant,36.0,106159,5610,106159,2,Left,Server Assistant,Premium,full-time,36.0,1,0,266,8.7,2,3,Full-time (32h+),71.8,71.8,1,0.0,Low Performer,,0,Poor Management,True,7,Master,2000,26,23-27,,,0,6-12 mo
5734,Minimum,2022-12-26,2,Left,full-time,Server Assistant,36.0,107357,5734,107357,2,Left,Server Assistant,Minimum,full-time,36.0,1,0,1174,38.6,2,1,Full-time (32h+),80.62,80.62,1,0.0,Medium Performer,,0,Better Offer,True,5,PhD,2000,26,23-27,,,0,24+ mo
5877,Premium,2022-10-03,2,Left,full-time,Server Assistant,35.9,108820,5877,108820,2,Left,Server Assistant,Premium,full-time,35.9,1,0,1258,41.3,2,3,Full-time (32h+),93.12,93.12,1,0.0,High Performer,,0,Lack of Growth,True,2,Bachelor,2004,22,Under 23 (Student-age),,,1,24+ mo
5429,Premium,2023-10-27,2,Left,part-time,Server Assistant,19.6,104498,5429,104498,2,Left,Server Assistant,Premium,part-time,19.6,1,0,869,28.5,2,3,Part-time (<20h),78.12,78.12,1,0.0,Low Performer,,0,Relocation,True,3,Bachelor,2001,25,23-27,,,0,24+ mo
5663,Minimum,2024-06-20,2,Left,part-time,Server Assistant,17.8,106722,5663,106722,2,Left,Server Assistant,Minimum,part-time,17.8,1,0,632,20.8,2,1,Part-time (<20h),85.38,85.38,1,0.0,Medium Performer,,0,Better Offer,True,3,Associate Degree,2006,20,Under 23 (Student-age),,,0,18-24 mo
5746,Competitive,2025-11-13,2,Left,part-time,Server Assistant,17.8,107452,5746,107452,2,Left,Server Assistant,Competitive,part-time,17.8,1,0,121,4.0,2,2,Part-time (<20h),79.34,79.34,1,0.0,Medium Performer,,0,Insufficient Wages,True,3,Associate Degree,1999,27,23-27,,,0,0-6 mo
5817,Competitive,2021-09-19,2,Left,full-time,Host,31.6,108129,5817,108129,2,Left,Host,Competitive,full-time,31.6,1,0,1637,53.8,1,2,Mid (20-32h),78.98,78.98,1,0.0,Low Performer,,0,Poor Management,True,2,Associate Degree,2005,21,Under 23 (Student-age),,,0,24+ mo
5117,Minimum,2022-12-23,2,Left,part-time,Host,14.9,101261,5117,101261,2,Left,Host,Minimum,part-time,14.9,1,0,1177,38.7,1,1,Part-time (<20h),78.29,78.29,1,0.0,Low Performer,,0,Insufficient Wages,True,2,Associate Degree,1998,28,28-34,,,0,24+ mo
5016,Competitive,2021-05-30,2,Left,full-time,Host,30.7,100147,5016,100147,2,Left,Host,Competitive,full-time,30.7,1,0,1749,57.5,1,2,Mid (20-32h),88.54,88.54,1,0.0,High Performer,,0,Better Offer,True,3,Bachelor,1995,31,28-34,,,1,24+ mo
5497,Competitive,2022-01-17,2,Left,part-time,Host,14.4,105108,5497,105108,2,Left,Host,Competitive,part-time,14.4,1,0,1517,49.8,1,2,Part-time (<20h),78.68,78.68,1,0.0,Low Performer,,0,Poor Management,True,3,High School,1990,36,35+,,,0,24+ mo
5860,Premium,2022-04-04,2,Left,full-time,Host,32.7,108546,5860,108546,2,Left,Host,Premium,full-time,32.7,1,0,1440,47.3,1,3,Full-time (32h+),80.72,80.72,1,0.0,Medium Performer,,0,Better Offer,True,1,Master,2004,22,Under 23 (Student-age),,,0,24+ mo
5893,Minimum,2025-07-26,2,Left,part-time,Host,16.0,109013,5893,109013,2,Left,Host,Minimum,part-time,16.0,1,0,231,7.6,1,1,Part-time (<20h),86.23,86.23,1,0.0,High Performer,,0,Burntout,True,3,Bachelor,1999,27,23-27,,,1,6-12 mo
5431,Minimum,2021-07-24,2,Left,full-time,Host,32.9,104513,5431,104513,2,Left,Host,Minimum,full-time,32.9,1,0,1694,55.7,1,1,Full-time (32h+),82.82,82.82,1,0.0,Medium Performer,,0,Poor Management,True,4,Bachelor,1999,27,23-27,,,0,24+ mo
5611,Minimum,2023-10-29,2,Left,part-time,Host,14.4,106162,5611,106162,2,Left,Host,Minimum,part-time,14.4,1,0,867,28.5,1,1,Part-time (<20h),77.66,77.66,1,0.0,Low Performer,,0,Better Offer,True,4,High School,1996,30,28-34,,,0,24+ mo
5560,Minimum,2023-03-30,2,Left,full-time,Host,31.8,105653,5560,105653,2,Left,Host,Minimum,full-time,31.8,1,0,1080,35.5,1,1,Mid (20-32h),63.18,63.18,1,0.0,Low Performer,,0,Burntout,True,1,High School,2005,21,Under 23 (Student-age),,,0,24+ mo
5335,Minimum,2025-05-28,2,Left,part-time,Host,14.3,103653,5335,103653,2,Left,Host,Minimum,part-time,14.3,1,0,290,9.5,1,1,Part-time (<20h),63.4,63.4,1,0.0,Low Performer,,0,Burntout,False,0,Associate Degree,2000,26,23-27,,,0,6-12 mo
5232,Minimum,2022-12-27,2,Fired,full-time,Host,32.6,102475,5232,102475,2,Fired,Host,Minimum,full-time,32.6,1,1,1173,38.5,1,1,Full-time (32h+),72.93,72.93,1,0.0,Low Performer,,0,Performance,False,0,Bachelor,2005,21,Under 23 (Student-age),,,0,24+ mo
5076,Competitive,2024-09-22,2,Left,part-time,Host,15.5,100905,5076,100905,2,Left,Host,Competitive,part-time,15.5,1,0,538,17.7,1,2,Part-time (<20h),76.39,76.39,1,0.0,Low Performer,,0,Better Offer,True,3,High School,2006,20,Under 23 (Student-age),,,0,12-18 mo
5390,Competitive,2025-11-26,2,Left,full-time,Host,32.5,104169,5390,104169,2,Left,Host,Competitive,full-time,32.5,1,0,108,3.5,1,2,Full-time (32h+),62.92,62.92,1,0.0,Low Performer,,0,Insufficient Wages,True,5,High School,2004,22,Under 23 (Student-age),,,0,0-6 mo
5815,Competitive,2021-02-21,2,Left,part-time,Host,13.2,108122,5815,108122,2,Left,Host,Competitive,part-time,13.2,1,0,1847,60.7,1,2,Part-time (<20h),71.57,71.57,1,0.0,Low Performer,,0,Poor Management,True,2,Associate Degree,2000,26,23-27,,,0,24+ mo
5362,Minimum,2023-04-11,3,Working,full-time,Manager,50.1,103830,5362,103830,3,Working,Manager,Minimum,full-time,50.1,0,0,1068,35.1,5,1,Full-time (32h+),82.85818181818182,86.37,11,-7.19,Medium Performer,2024-01-09,1,,True,4,Associate Degree,1998,28,28-34,273.0,9.0,0,24+ mo
5249,Minimum,2024-03-14,3,Working,full-time,Manager,51.3,102631,5249,102631,3,Working,Manager,Minimum,full-time,51.3,0,0,730,24.0,5,1,Full-time (32h+),76.21428571428571,78.96,7,4.6,Low Performer,2024-12-10,1,,True,5,Bachelor,2000,26,23-27,271.0,8.9,0,18-24 mo
5237,Minimum,2024-07-07,3,Working,full-time,Manager,49.1,102523,5237,102523,3,Working,Manager,Minimum,full-time,49.1,0,0,615,20.2,5,1,Full-time (32h+),69.15333333333334,71.84,6,1.81,Low Performer,2024-09-01,1,,True,1,Associate Degree,1998,28,28-34,56.0,1.8,0,18-24 mo
5051,Competitive,2024-10-03,3,Working,full-time,Manager,50.0,100639,5051,100639,3,Working,Manager,Competitive,full-time,50.0,0,0,527,17.3,5,2,Full-time (32h+),83.108,85.33,5,4.02,Medium Performer,2024-10-18,1,,True,4,High School,2003,23,23-27,15.0,0.5,0,12-18 mo
5044,Minimum,2024-12-16,3,Working,full-time,Manager,51.3,100506,5044,100506,3,Working,Manager,Minimum,full-time,51.3,0,0,453,14.9,5,1,Full-time (32h+),70.785,74.16,4,3.71,Low Performer,,0,,True,6,Associate Degree,1998,28,28-34,,,0,12-18 mo
6056,Premium,2025-02-13,3,Working,full-time,Manager,50.2,110441,6056,110441,3,Working,Manager,Premium,full-time,50.2,0,0,394,12.9,5,3,Full-time (32h+),70.11,73.59,3,-3.15,Low Performer,2025-05-20,1,,False,0,Associate Degree,2006,20,Under 23 (Student-age),96.0,3.2,0,12-18 mo
5199,Premium,2025-03-23,3,Working,full-time,Manager,49.3,102120,5199,102120,3,Working,Manager,Premium,full-time,49.3,0,0,356,11.7,5,3,Full-time (32h+),79.31333333333333,82.61,3,-0.95,Low Performer,,0,,True,4,Associate Degree,1996,30,28-34,,,0,6-12 mo
5995,Competitive,2025-05-02,3,Working,full-time,Shift Lead,46.4,109953,5995,109953,3,Working,Shift Lead,Competitive,full-time,46.4,0,0,316,10.4,4,2,Full-time (32h+),71.66499999999999,72.88,2,2.43,Low Performer,,0,,True,5,High School,2003,23,23-27,,,0,6-12 mo
5528,Minimum,2025-05-20,3,Working,part-time,Shift Lead,25.1,105338,5528,105338,3,Working,Shift Lead,Minimum,part-time,25.1,0,0,298,9.8,4,1,Mid (20-32h),68.705,68.75,2,0.09,Low Performer,,0,,False,0,Associate Degree,2001,25,23-27,,,0,6-12 mo
5980,Minimum,2025-06-05,3,Working,full-time,Shift Lead,44.1,109878,5980,109878,3,Working,Shift Lead,Minimum,full-time,44.1,0,0,282,9.3,4,1,Full-time (32h+),70.9,71.85,2,1.9,Low Performer,,0,,True,1,Associate Degree,2000,26,23-27,,,0,6-12 mo
5439,Competitive,2025-08-02,3,Working,part-time,Shift Lead,26.0,104573,5439,104573,3,Working,Shift Lead,Competitive,part-time,26.0,0,0,224,7.4,4,2,Mid (20-32h),66.97,66.97,1,0.0,Low Performer,,0,,True,1,High School,2008,18,Under 23 (Student-age),,,0,6-12 mo
5569,Minimum,2025-09-02,3,Working,full-time,Shift Lead,46.4,105734,5569,105734,3,Working,Shift Lead,Minimum,full-time,46.4,0,0,193,6.3,4,1,Full-time (32h+),78.44,78.44,1,0.0,Low Performer,,0,,True,6,Bachelor,2002,24,23-27,,,0,6-12 mo
5061,Minimum,2025-10-11,3,Working,part-time,Shift Lead,23.4,100753,5061,100753,3,Working,Shift Lead,Minimum,part-time,23.4,0,0,154,5.1,4,1,Mid (20-32h),86.08,86.08,1,0.0,High Performer,,0,,True,3,Bachelor,1998,28,28-34,,,1,0-6 mo
5717,Minimum,2025-10-23,3,Working,full-time,Shift Lead,44.0,107196,5717,107196,3,Working,Shift Lead,Minimum,full-time,44.0,0,0,142,4.7,4,1,Full-time (32h+),79.9,79.9,1,0.0,Medium Performer,,0,,True,2,High School,2007,19,Under 23 (Student-age),,,0,0-6 mo
5614,Premium,2025-11-15,3,Working,part-time,Shift Lead,26.2,106190,5614,106190,3,Working,Shift Lead,Premium,part-time,26.2,0,0,119,3.9,4,3,Mid (20-32h),78.9,78.9,1,0.0,Low Performer,,0,,True,2,Associate Degree,2004,22,Under 23 (Student-age),,,0,0-6 mo
5045,Competitive,2025-11-28,3,Working,full-time,Shift Lead,47.1,100517,5045,100517,3,Working,Shift Lead,Competitive,full-time,47.1,0,0,106,3.5,4,2,Full-time (32h+),80.35,80.35,1,0.0,Medium Performer,,0,,True,2,High School,2007,19,Under 23 (Student-age),,,0,0-6 mo
5885,Competitive,2025-12-14,3,Working,part-time,Shift Lead,23.9,108918,5885,108918,3,Working,Shift Lead,Competitive,part-time,23.9,0,0,90,3.0,4,2,Mid (20-32h),79.13,79.13,1,0.0,Low Performer,,0,,True,3,Associate Degree,2006,20,Under 23 (Student-age),,,0,0-6 mo
